report_year,agency_code,agency_jurisdiction,population,assaults,months_reported,assaults_percapita
1995,TX22001,"Arlington, TX",292324,1892,12,647.23
1995,GAAPD00,"Atlanta, GA",404337,8859,12,2190.99
1995,CO00101,"Aurora, CO",256957,1253,12,487.63
1995,TX22701,"Austin, TX",523691,2360,12,450.65
1995,MD00301,"Baltimore County, MD",716904,4909,12,684.75
1995,MDBPD00,"Baltimore, MD",712209,9134,12,1282.49
1995,MA01301,"Boston, MA",550715,5497,12,998.16
1995,NY01401,"Buffalo, NY",312395,3174,12,1016.02
1995,NC06001,"Charlotte, NC",544146,5824,12,1070.3
1995,ILCPD00,"Chicago, IL",2749811,39205,12,1425.73
1995,OHCIP00,"Cincinnati, OH",359749,2027,12,563.45
1995,OHCLP00,"Cleveland, OH",495074,3108,12,627.78
1995,OHCOP00,"Columbus, OH",638729,2582,12,404.24
1995,TXDPD00,"Dallas, TX",1042088,8942,12,858.08
1995,CODPD00,"Denver, CO",505843,2543,12,502.73
1995,MI82349,"Detroit, MI",997297,12356,12,1238.95
1995,TX07102,"El Paso, TX",590215,3593,12,608.76
1995,VA02901,"Fairfax County, VA",856544,348,12,40.63
1995,TX22012,"Fort Worth, TX",460321,2939,12,638.47
1995,CA01005,"Fresno, CA",388495,3210,12,826.27
1995,HI00200,"Honolulu, HI",880266,1256,12,142.68
1995,TXHPD00,"Houston, TX",1734335,11885,12,685.28
1995,INIPD00,"Indianapolis, IN",373973,3158,10,844.45
1995,FL01602,"Jacksonville, FL",679148,5965,12,878.31
1995,MOKPD00,"Kansas City, MO",445549,5811,12,1304.23
1995,NV00201,"Las Vegas, NV",793432,5122,12,645.55
1995,CA01941,"Long Beach, CA",436034,2624,12,601.79
1995,CA01900,"Los Angeles County, CA",970545,9970,12,1027.26
1995,CA01942,"Los Angeles, CA",3466211,38945,12,1123.56
1995,KY05680,"Louisville, KY",,,,
1995,TNMPD00,"Memphis, TN",623902,4294,12,688.25
1995,AZ00717,"Mesa, AZ",324654,1986,12,611.73
1995,FL01300,"Miami-Dade County, FL",1098208,11326,12,1031.32
1995,FL01306,"Miami, FL",378720,6943,12,1833.28
1995,WIMPD00,"Milwaukee, WI",622467,2579,12,414.32
1995,MN02711,"Minneapolis, MN",357709,2852,12,797.3
1995,MD01604,"Montgomery County, MD",794575,1109,12,139.57
1995,TN01901,"Nashville, TN",523681,6109,12,1166.55
1995,NY02900,"Nassau County, NY",1025407,903,12,88.06
1995,LANPD00,"New Orleans, LA",487179,4677,12,960.02
1995,NY03030,"New York City, NY",7319546,51251,12,700.19
1995,NJNPD00,"Newark, NJ",260232,4573,12,1757.28
1995,CA00109,"Oakland, CA",368771,3980,0,1079.26
1995,OK05506,"Oklahoma City, OK",466232,3724,12,798.74
1995,NB02802,"Omaha, NE",348089,2670,12,767.05
1995,FL04804,"Orlando, FL",179649,2564,12,1427.23
1995,PAPEP00,"Philadelphia, PA",1529848,7043,12,460.37
1995,AZ00723,"Phoenix, AZ",1085706,7272,12,669.79
1995,PAPPD00,"Pittsburgh, PA",354780,1096,12,308.92
1995,OR02602,"Portland, OR",458623,6066,12,1322.65
1995,MD01721,"Prince George's County, MD",640535,3626,12,566.09
1995,NC09201,"Raleigh, NC",240891,1269,12,526.79
1995,CA03404,"Sacramento, CA",375845,1936,12,515.11
1995,UT01803,"Salt Lake City, UT",175765,636,12,361.85
1995,TXSPD00,"San Antonio, TX",999900,2033,12,203.32
1995,CA03711,"San Diego, CA",1157771,7396,12,638.81
1995,CA03801,"San Francisco, CA",738371,4031,12,545.93
1995,CA04313,"San Jose, CA",822845,5015,12,609.47
1995,WASPD00,"Seattle, WA",529526,2390,12,451.35
1995,MOSPD00,"St. Louis, MO",371425,6839,12,1841.29
1995,NY05101,"Suffolk County, NY",1212776,1249,5,102.99
1995,FL02902,"Tampa, FL",289882,5785,12,1995.64
1995,AZ01003,"Tucson, AZ",449981,3878,12,861.81
1995,OK07205,"Tulsa, OK",377152,3127,12,829.11
1995,VA12800,"Virginia Beach, VA",435959,374,12,85.79
1995,DCMPD00,"Washington, DC",554000,7228,12,1304.69
1995,KS08703,"Wichita, KS",311675,1046,12,335.61
1995,,United States,,,,
1996,NM00101,"Albuquerque, NM",426736,3824,12,896.1
1996,TX22001,"Arlington, TX",298632,1687,12,564.91
1996,GAAPD00,"Atlanta, GA",413123,8306,12,2010.54
1996,CO00101,"Aurora, CO",262168,866,12,330.32
1996,TX22701,"Austin, TX",537484,2135,12,397.22
1996,MD00301,"Baltimore County, MD",721218,4673,12,647.93
1996,MDBPD00,"Baltimore, MD",716446,8145,12,1136.86
1996,MA01301,"Boston, MA",552519,5211,12,943.13
1996,NY01401,"Buffalo, NY",313238,1576,12,503.13
1996,NC06001,"Charlotte, NC",554070,5944,12,1072.79
1996,ILCPD00,"Chicago, IL",2754118,37097,12,1346.96
1996,OHCIP00,"Cincinnati, OH",360457,1800,12,499.37
1996,OHCLP00,"Cleveland, OH",496049,2823,12,569.1
1996,OHCOP00,"Columbus, OH",640297,2238,12,349.53
1996,TXDPD00,"Dallas, TX",1060585,9201,12,867.54
1996,CODPD00,"Denver, CO",516224,2083,12,403.51
1996,MI82349,"Detroit, MI",1002299,12188,12,1216
1996,TX07102,"El Paso, TX",602951,3668,12,608.34
1996,VA02901,"Fairfax County, VA",863918,335,12,38.78
1996,TX22012,"Fort Worth, TX",470254,2905,12,617.75
1996,CA01005,"Fresno, CA",392049,3089,12,787.91
1996,HI00200,"Honolulu, HI",878044,1078,12,122.77
1996,TXHPD00,"Houston, TX",1772143,12917,12,728.89
1996,INIPD00,"Indianapolis, IN",376531,4280,12,1136.69
1996,FL01602,"Jacksonville, FL",690367,6207,12,899.09
1996,MOKPD00,"Kansas City, MO",448474,5488,12,1223.71
1996,NV00201,"Las Vegas, NV",831303,4123,12,495.97
1996,CA01941,"Long Beach, CA",440023,2385,12,542.02
1996,CA01900,"Los Angeles County, CA",979425,9106,12,929.73
1996,CA01942,"Los Angeles, CA",3498139,35477,12,1014.17
1996,KY05680,"Louisville, KY",,,,
1996,TNMPD00,"Memphis, TN",631626,5615,12,888.98
1996,AZ00717,"Mesa, AZ",340818,1825,12,535.48
1996,FL01300,"Miami-Dade County, FL",1116511,11754,0,1052.74
1996,FL01306,"Miami, FL",384976,6526,12,1695.17
1996,WIMPD00,"Milwaukee, WI",627139,2210,12,352.39
1996,MN02711,"Minneapolis, MN",361595,2967,12,820.53
1996,MD01604,"Montgomery County, MD",799302,1016,12,127.11
1996,TN01901,"Nashville, TN",530059,6535,12,1232.88
1996,NY02900,"Nassau County, NY",1028175,921,12,89.58
1996,LANPD00,"New Orleans, LA",488300,4580,12,937.95
1996,NY03030,"New York City, NY",7339594,45673,12,622.28
1996,NJNPD00,"Newark, NJ",261909,4271,12,1630.72
1996,CA00109,"Oakland, CA",372145,4131,12,1110.05
1996,OK05506,"Oklahoma City, OK",469632,3286,12,699.7
1996,NB02802,"Omaha, NE",350607,3726,12,1062.73
1996,FL04804,"Orlando, FL",182616,2744,12,1502.61
1996,PAPEP00,"Philadelphia, PA",1528403,5938,12,388.51
1996,AZ00723,"Phoenix, AZ",1139793,6126,12,537.47
1996,PAPPD00,"Pittsburgh, PA",354308,1032,12,291.27
1996,OR02602,"Portland, OR",467906,5325,12,1138.05
1996,MD01721,"Prince George's County, MD",644346,3413,12,529.68
1996,NC09201,"Raleigh, NC",245176,1262,12,514.73
1996,CA03404,"Sacramento, CA",379283,1636,12,431.34
1996,UT01803,"Salt Lake City, UT",180180,738,12,409.59
1996,TXSPD00,"San Antonio, TX",1021477,1637,12,160.26
1996,CA03711,"San Diego, CA",1168364,6703,12,573.71
1996,CA03801,"San Francisco, CA",745127,3967,12,532.39
1996,CA04313,"San Jose, CA",830374,4596,12,553.49
1996,WASPD00,"Seattle, WA",539591,2282,12,422.91
1996,MOSPD00,"St. Louis, MO",374041,5682,12,1519.08
1996,NY05101,"Suffolk County, NY",1218234,1045,12,85.78
1996,FL02902,"Tampa, FL",294670,5711,12,1938.1
1996,AZ01003,"Tucson, AZ",472385,3583,12,758.49
1996,OK07205,"Tulsa, OK",379798,3225,12,849.14
1996,VA12800,"Virginia Beach, VA",439851,473,12,107.54
1996,DCMPD00,"Washington, DC",543000,6310,12,1162.06
1996,KS08703,"Wichita, KS",312706,1298,12,415.09
1996,,United States,,,,
1997,NM00101,"Albuquerque, NM",431027,3629,12,841.94
1997,TX22001,"Arlington, TX",303487,1754,12,577.95
1997,GAAPD00,"Atlanta, GA",420865,7563,12,1797.01
1997,CO00101,"Aurora, CO",266967,917,12,343.49
1997,TX22701,"Austin, TX",546223,1920,12,351.5
1997,MD00301,"Baltimore County, MD",724348,4544,12,627.32
1997,MDBPD00,"Baltimore, MD",719587,7995,12,1111.05
1997,MA01301,"Boston, MA",555024,4765,12,858.52
1997,NY01401,"Buffalo, NY",312411,1542,12,493.58
1997,NC06001,"Charlotte, NC",562005,6045,12,1075.61
1997,ILCPD00,"Chicago, IL",2765852,36519,12,1320.35
1997,OHCIP00,"Cincinnati, OH",360875,,0,
1997,OHCLP00,"Cleveland, OH",496624,2692,12,542.06
1997,OHCOP00,"Columbus, OH",641338,2103,12,327.91
1997,TXDPD00,"Dallas, TX",1077829,8336,12,773.41
1997,CODPD00,"Denver, CO",525793,1857,12,353.18
1997,MI82349,"Detroit, MI",1021412,12331,12,1207.25
1997,TX07102,"El Paso, TX",612754,3534,12,576.74
1997,VA02901,"Fairfax County, VA",871555,375,12,43.03
1997,TX22012,"Fort Worth, TX",477900,2572,12,538.19
1997,CA01005,"Fresno, CA",396843,2736,12,689.44
1997,HI00200,"Honolulu, HI",880272,1131,12,128.48
1997,TXHPD00,"Houston, TX",1801370,11967,12,664.33
1997,INIPD00,"Indianapolis, IN",378014,4601,12,1217.15
1997,FL01602,"Jacksonville, FL",702545,6387,12,909.12
1997,MOKPD00,"Kansas City, MO",452070,5341,12,1181.45
1997,NV00201,"Las Vegas, NV",869696,4568,10,525.24
1997,CA01941,"Long Beach, CA",445404,2177,12,488.77
1997,CA01900,"Los Angeles County, CA",991403,8325,12,839.72
1997,CA01942,"Los Angeles, CA",3541309,34043,12,961.31
1997,KY05680,"Louisville, KY",,,,
1997,TNMPD00,"Memphis, TN",637492,5520,12,865.89
1997,AZ00717,"Mesa, AZ",350592,1965,12,560.48
1997,FL01300,"Miami-Dade County, FL",1136368,10717,12,943.09
1997,FL01306,"Miami, FL",391766,6214,12,1586.15
1997,WIMPD00,"Milwaukee, WI",628507,2636,12,419.41
1997,MN02711,"Minneapolis, MN",363932,2831,12,777.89
1997,MD01604,"Montgomery County, MD",802770,1097,12,136.65
1997,TN01901,"Nashville, TN",531908,6046,12,1136.66
1997,NY02900,"Nassau County, NY",1025460,788,12,76.84
1997,LANPD00,"New Orleans, LA",488509,3780,12,773.78
1997,NY03030,"New York City, NY",7320477,45218,12,617.69
1997,NJNPD00,"Newark, NJ",264270,3558,12,1346.35
1997,CA00109,"Oakland, CA",376696,4342,12,1152.65
1997,OK05506,"Oklahoma City, OK",472046,3200,12,677.9
1997,NB02802,"Omaha, NE",351745,3848,12,1093.97
1997,FL04804,"Orlando, FL",185837,2790,12,1501.32
1997,PAPEP00,"Philadelphia, PA",1524409,6198,12,406.58
1997,AZ00723,"Phoenix, AZ",1172538,6048,12,515.8
1997,PAPPD00,"Pittsburgh, PA",353248,1010,12,285.92
1997,OR02602,"Portland, OR",473696,5250,12,1108.31
1997,MD01721,"Prince George's County, MD",647142,3143,12,485.67
1997,NC09201,"Raleigh, NC",248591,1404,12,564.78
1997,CA03404,"Sacramento, CA",383921,1664,12,433.42
1997,UT01803,"Salt Lake City, UT",185553,685,12,369.17
1997,TXSPD00,"San Antonio, TX",1038086,1421,12,136.89
1997,CA03711,"San Diego, CA",1182653,6734,12,569.4
1997,CA03801,"San Francisco, CA",754239,3651,12,484.06
1997,CA04313,"San Jose, CA",840529,4865,12,578.8
1997,WASPD00,"Seattle, WA",547209,2654,12,485.01
1997,MOSPD00,"St. Louis, MO",377221,5641,12,1495.41
1997,NY05101,"Suffolk County, NY",1215017,1120,10,92.18
1997,FL02902,"Tampa, FL",299867,5149,12,1717.09
1997,AZ01003,"Tucson, AZ",485933,3329,12,685.07
1997,OK07205,"Tulsa, OK",381639,3361,12,880.68
1997,VA12800,"Virginia Beach, VA",443844,428,12,96.43
1997,DCMPD00,"Washington, DC",529000,5688,12,1075.24
1997,KS08703,"Wichita, KS",315690,1481,12,469.13
1997,,United States,,,,
1998,NM00101,"Albuquerque, NM",422417,3614,12,855.55
1998,TX22001,"Arlington, TX",305948,1202,12,392.88
1998,GAAPD00,"Atlanta, GA",414262,7432,12,1794.03
1998,CO00101,"Aurora, CO",262465,802,12,305.56
1998,TX22701,"Austin, TX",559758,1678,12,299.77
1998,MD00301,"Baltimore County, MD",726462,3984,12,548.41
1998,MDBPD00,"Baltimore, MD",662253,7556,12,1140.95
1998,MA01301,"Boston, MA",559631,4703,12,840.38
1998,NY01401,"Buffalo, NY",308648,1513,12,490.2
1998,NC06001,"Charlotte, NC",593078,5829,12,982.84
1998,ILCPD00,"Chicago, IL",2750917,36110,12,1312.65
1998,OHCIP00,"Cincinnati, OH",344828,,0,
1998,OHCLP00,"Cleveland, OH",495516,2460,12,496.45
1998,OHCOP00,"Columbus, OH",661227,2040,12,308.52
1998,TXDPD00,"Dallas, TX",1087178,9078,12,835.01
1998,CODPD00,"Denver, CO",509343,1481,12,290.77
1998,MI82349,"Detroit, MI",999976,14581,12,1458.13
1998,TX07102,"El Paso, TX",624510,3293,12,527.29
1998,VA02901,"Fairfax County, VA",887432,368,12,41.47
1998,TX22012,"Fort Worth, TX",497830,2615,12,525.28
1998,CA01005,"Fresno, CA",404297,2649,12,655.21
1998,HI00200,"Honolulu, HI",874736,1031,12,117.86
1998,TXHPD00,"Houston, TX",1797157,11564,12,643.46
1998,INIPD00,"Indianapolis, IN",759689,5002,12,658.43
1998,FL01602,"Jacksonville, FL",703251,5467,12,777.39
1998,MOKPD00,"Kansas City, MO",447730,5189,12,1158.96
1998,NV00201,"Las Vegas, NV",908596,3142,12,345.81
1998,CA01941,"Long Beach, CA",430018,1783,12,414.63
1998,CA01900,"Los Angeles County, CA",948423,7664,12,808.08
1998,CA01942,"Los Angeles, CA",3621680,31545,12,871
1998,KY05680,"Louisville, KY",,,,
1998,TNMPD00,"Memphis, TN",604242,4048,12,669.93
1998,AZ00717,"Mesa, AZ",364588,1781,12,488.5
1998,FL01300,"Miami-Dade County, FL",1070656,9587,12,895.43
1998,FL01306,"Miami, FL",372949,5482,12,1469.91
1998,WIMPD00,"Milwaukee, WI",588339,2528,12,429.68
1998,MN02711,"Minneapolis, MN",362124,2637,12,728.2
1998,MD01604,"Montgomery County, MD",812755,955,12,117.5
1998,TN01901,"Nashville, TN",524124,5747,12,1096.5
1998,NY02900,"Nassau County, NY",1031258,805,9,78.06
1998,LANPD00,"New Orleans, LA",471157,3394,12,720.35
1998,NY03030,"New York City, NY",7357745,43853,12,596.01
1998,NJNPD00,"Newark, NJ",269205,2569,12,954.29
1998,CA00109,"Oakland, CA",376375,3945,12,1048.16
1998,OK05506,"Oklahoma City, OK",463637,2867,12,618.37
1998,NB02802,"Omaha, NE",368258,3692,12,1002.56
1998,FL04804,"Orlando, FL",181527,2737,12,1507.76
1998,PAPEP00,"Philadelphia, PA",1449419,8701,12,600.31
1998,AZ00723,"Phoenix, AZ",1225692,5906,12,481.85
1998,PAPPD00,"Pittsburgh, PA",354228,1348,12,380.55
1998,OR02602,"Portland, OR",488813,4681,12,957.63
1998,MD01721,"Prince George's County, MD",655302,3878,12,591.79
1998,NC09201,"Raleigh, NC",256084,1182,12,461.57
1998,CA03404,"Sacramento, CA",384703,1515,12,393.81
1998,UT01803,"Salt Lake City, UT",178579,705,12,394.78
1998,TXSPD00,"San Antonio, TX",1100791,2366,12,214.94
1998,CA03711,"San Diego, CA",1205728,6210,12,515.04
1998,CA03801,"San Francisco, CA",741362,3108,12,419.23
1998,CA04313,"San Jose, CA",860211,3868,12,449.66
1998,WASPD00,"Seattle, WA",538105,2456,12,456.42
1998,MOSPD00,"St. Louis, MO",344153,5067,12,1472.31
1998,NY05101,"Suffolk County, NY",1218627,1235,4,101.34
1998,FL02902,"Tampa, FL",295027,4773,12,1617.82
1998,AZ01003,"Tucson, AZ",467677,2940,12,628.64
1998,OK07205,"Tulsa, OK",386251,3216,12,832.62
1998,VA12800,"Virginia Beach, VA",436205,403,12,92.39
1998,DCMPD00,"Washington, DC",523000,4932,12,943.02
1998,KS08703,"Wichita, KS",329179,1177,12,357.56
1998,,United States,,,,
1999,NM00101,"Albuquerque, NM",420169,3320,12,790.16
1999,TX22001,"Arlington, TX",310910,1285,12,413.3
1999,GAAPD00,"Atlanta, GA",411291,6690,12,1626.59
1999,CO00101,"Aurora, CO",255938,806,12,314.92
1999,TX22701,"Austin, TX",560389,1574,12,280.88
1999,MD00301,"Baltimore County, MD",727051,4146,12,570.25
1999,MDBPD00,"Baltimore, MD",650588,10536,0,1619.46
1999,MA01301,"Boston, MA",557812,4428,12,793.82
1999,NY01401,"Buffalo, NY",301069,1562,12,518.82
1999,NC06001,"Charlotte, NC",604931,5275,12,872
1999,ILCPD00,"Chicago, IL",2821032,28027,12,993.5
1999,OHCIP00,"Cincinnati, OH",337815,1005,12,297.5
1999,OHCLP00,"Cleveland, OH",497903,2429,12,487.85
1999,OHCOP00,"Columbus, OH",673401,2020,12,299.97
1999,TXDPD00,"Dallas, TX",1091386,8224,12,753.54
1999,CODPD00,"Denver, CO",509624,1559,12,305.91
1999,MI82349,"Detroit, MI",975020,12948,12,1327.97
1999,TX07102,"El Paso, TX",623888,3366,12,539.52
1999,VA02901,"Fairfax County, VA",903902,236,8,26.11
1999,TX22012,"Fort Worth, TX",498883,2446,12,490.3
1999,CA01005,"Fresno, CA",403966,2554,12,632.23
1999,HI00200,"Honolulu, HI",866566,1019,12,117.59
1999,TXHPD00,"Houston, TX",1812277,12178,12,671.97
1999,INIPD00,"Indianapolis, IN",759066,4579,12,603.24
1999,FL01602,"Jacksonville, FL",702462,5020,12,714.63
1999,MOKPD00,"Kansas City, MO",443992,4840,12,1090.11
1999,NV00201,"Las Vegas, NV",922450,2371,12,257.03
1999,CA01941,"Long Beach, CA",437218,1526,12,349.02
1999,CA01900,"Los Angeles County, CA",1002101,6674,12,666
1999,CA01942,"Los Angeles, CA",3650138,30716,12,841.5
1999,KY05680,"Louisville, KY",,,,
1999,TNMPD00,"Memphis, TN",609851,4081,12,669.18
1999,AZ00717,"Mesa, AZ",368537,1619,12,439.3
1999,FL01300,"Miami-Dade County, FL",1151382,8407,12,730.17
1999,FL01306,"Miami, FL",373450,4609,12,1234.17
1999,WIMPD00,"Milwaukee, WI",580899,2531,12,435.7
1999,MN02711,"Minneapolis, MN",355949,2349,12,659.93
1999,MD01604,"Montgomery County, MD",828541,770,12,92.93
1999,TN01901,"Nashville, TN",522935,5917,12,1131.5
1999,NY02900,"Nassau County, NY",1029565,616,0,59.83
1999,LANPD00,"New Orleans, LA",465828,2760,12,592.49
1999,NY03030,"New York City, NY",7429263,40488,12,544.98
1999,NJNPD00,"Newark, NJ",268348,2263,12,843.31
1999,CA00109,"Oakland, CA",371234,3199,12,861.72
1999,OK05506,"Oklahoma City, OK",473772,2553,12,538.87
1999,NB02802,"Omaha, NE",372364,3445,12,925.17
1999,FL04804,"Orlando, FL",183547,2638,12,1437.23
1999,PAPEP00,"Philadelphia, PA",1435382,10701,12,745.52
1999,AZ00723,"Phoenix, AZ",1225881,5766,12,470.36
1999,PAPPD00,"Pittsburgh, PA",347072,1278,12,368.22
1999,OR02602,"Portland, OR",508984,4501,12,884.31
1999,MD01721,"Prince George's County, MD",661415,3459,12,522.97
1999,NC09201,"Raleigh, NC",263008,1184,12,450.18
1999,CA03404,"Sacramento, CA",410089,1437,12,350.41
1999,UT01803,"Salt Lake City, UT",177010,610,12,344.61
1999,TXSPD00,"San Antonio, TX",1130173,3971,12,351.36
1999,CA03711,"San Diego, CA",1238549,5187,12,418.8
1999,CA03801,"San Francisco, CA",756700,2823,12,373.07
1999,CA04313,"San Jose, CA",875840,3990,12,455.56
1999,WASPD00,"Seattle, WA",542954,2291,12,421.95
1999,MOSPD00,"St. Louis, MO",340836,4545,12,1333.49
1999,NY05101,"Suffolk County, NY",1235278,991,0,80.22
1999,FL02902,"Tampa, FL",292941,4018,12,1371.61
1999,AZ01003,"Tucson, AZ",471286,2745,12,582.45
1999,OK07205,"Tulsa, OK",382673,3284,12,858.17
1999,VA12800,"Virginia Beach, VA",437660,418,12,95.51
1999,DCMPD00,"Washington, DC",519000,4615,12,889.21
1999,KS08703,"Wichita, KS",332286,1031,12,310.27
1999,,United States,,,,
2000,NM00101,"Albuquerque, NM",448607,3317,12,739.4
2000,TX22001,"Arlington, TX",332969,1452,12,436.08
2000,GAAPD00,"Atlanta, GA",416474,6849,12,1644.52
2000,CO00101,"Aurora, CO",276393,853,12,308.62
2000,TX22701,"Austin, TX",656562,1682,12,256.18
2000,MD00301,"Baltimore County, MD",754292,4323,12,573.12
2000,MDBPD00,"Baltimore, MD",651154,8763,12,1345.76
2000,MA01301,"Boston, MA",589141,4507,12,765.01
2000,NY01401,"Buffalo, NY",292648,1887,12,644.8
2000,NC06001,"Charlotte, NC",625810,4482,12,716.19
2000,ILCPD00,"Chicago, IL",2896016,26545,12,916.6
2000,OHCIP00,"Cincinnati, OH",331285,1073,12,323.89
2000,OHCLP00,"Cleveland, OH",478403,2271,12,474.7
2000,OHCOP00,"Columbus, OH",711470,2255,12,316.95
2000,TXDPD00,"Dallas, TX",1188580,8132,12,684.18
2000,CODPD00,"Denver, CO",554636,1518,12,273.69
2000,MI82349,"Detroit, MI",951270,13037,12,1370.48
2000,TX07102,"El Paso, TX",563662,3457,12,613.31
2000,VA02901,"Fairfax County, VA",933641,15,12,1.61
2000,TX22012,"Fort Worth, TX",534694,2116,12,395.74
2000,CA01005,"Fresno, CA",427652,2354,12,550.45
2000,HI00200,"Honolulu, HI",876303,1058,12,120.73
2000,TXHPD00,"Houston, TX",1953631,12192,12,624.07
2000,INIPD00,"Indianapolis, IN",793778,3753,12,472.8
2000,FL01602,"Jacksonville, FL",735617,5663,12,769.83
2000,MOKPD00,"Kansas City, MO",441545,4493,12,1017.56
2000,NV00201,"Las Vegas, NV",1060541,2450,12,231.01
2000,CA01941,"Long Beach, CA",461522,1534,12,332.38
2000,CA01900,"Los Angeles County, CA",986997,7105,12,719.86
2000,CA01942,"Los Angeles, CA",3694820,32705,12,885.16
2000,KY05680,"Louisville, KY",,,,
2000,TNMPD00,"Memphis, TN",650100,4808,12,739.58
2000,AZ00717,"Mesa, AZ",396375,1825,12,460.42
2000,FL01300,"Miami-Dade County, FL",1204294,8261,12,685.96
2000,FL01306,"Miami, FL",362470,4616,12,1273.48
2000,WIMPD00,"Milwaukee, WI",596974,2265,12,379.41
2000,MN02711,"Minneapolis, MN",382618,1984,12,518.53
2000,MD01604,"Montgomery County, MD",856042,805,12,94.04
2000,TN01901,"Nashville, TN",553168,6250,12,1129.86
2000,NY02900,"Nassau County, NY",1042131,653,0,62.66
2000,LANPD00,"New Orleans, LA",484674,2303,12,475.16
2000,NY03030,"New York City, NY",8008278,40831,12,509.86
2000,NJNPD00,"Newark, NJ",273546,2016,12,736.99
2000,CA00109,"Oakland, CA",399484,2709,12,678.12
2000,OK05506,"Oklahoma City, OK",506132,2535,12,500.86
2000,NB02802,"Omaha, NE",390007,2063,12,528.96
2000,FL04804,"Orlando, FL",185951,2720,12,1462.75
2000,PAPEP00,"Philadelphia, PA",1517550,11047,12,727.95
2000,AZ00723,"Phoenix, AZ",1321045,5417,12,410.05
2000,PAPPD00,"Pittsburgh, PA",341247,1517,12,444.55
2000,OR02602,"Portland, OR",529121,3864,12,730.27
2000,MD01721,"Prince George's County, MD",680508,3698,12,543.42
2000,NC09201,"Raleigh, NC",276093,1165,12,421.96
2000,CA03404,"Sacramento, CA",407018,1519,12,373.2
2000,UT01803,"Salt Lake City, UT",181743,578,12,318.03
2000,TXSPD00,"San Antonio, TX",1144646,5668,12,495.17
2000,CA03711,"San Diego, CA",1223400,4980,12,407.06
2000,CA03801,"San Francisco, CA",776733,2755,12,354.69
2000,CA04313,"San Jose, CA",894943,3895,12,435.22
2000,WASPD00,"Seattle, WA",563374,2463,12,437.19
2000,MOSPD00,"St. Louis, MO",348189,4476,12,1285.51
2000,NY05101,"Suffolk County, NY",1270508,1369,0,107.75
2000,FL02902,"Tampa, FL",303447,3925,12,1293.47
2000,AZ01003,"Tucson, AZ",486699,2683,12,551.26
2000,OK07205,"Tulsa, OK",393049,3399,12,864.78
2000,VA12800,"Virginia Beach, VA",425257,380,12,89.36
2000,DCMPD00,"Washington, DC",572059,4579,12,800.44
2000,KS08703,"Wichita, KS",344284,1279,12,371.5
2000,,United States,,,,
2001,NM00101,"Albuquerque, NM",451098,3396,12,752.83
2001,TX22001,"Arlington, TX",340525,1282,12,376.48
2001,GAAPD00,"Atlanta, GA",426511,5956,12,1396.45
2001,CO00101,"Aurora, CO",283876,927,12,326.55
2001,TX22701,"Austin, TX",671462,1698,12,252.88
2001,MD00301,"Baltimore County, MD",765496,4555,12,595.04
2001,MDBPD00,"Baltimore, MD",660826,8500,12,1286.27
2001,MA01301,"Boston, MA",591944,4412,12,745.34
2001,NY01401,"Buffalo, NY",293187,1816,12,619.4
2001,NC06001,"Charlotte, NC",636459,4420,12,694.47
2001,ILCPD00,"Chicago, IL",2910709,25533,12,877.21
2001,OHCIP00,"Cincinnati, OH",331880,1533,12,461.91
2001,OHCLP00,"Cleveland, OH",479263,2425,12,505.99
2001,OHCOP00,"Columbus, OH",712748,2349,12,329.57
2001,TXDPD00,"Dallas, TX",1215553,8546,12,703.05
2001,CODPD00,"Denver, CO",569653,1462,12,256.65
2001,MI82349,"Detroit, MI",956283,12804,12,1338.93
2001,TX07102,"El Paso, TX",576453,3388,12,587.73
2001,VA02901,"Fairfax County, VA",948050,42,12,4.43
2001,TX22012,"Fort Worth, TX",546828,2076,12,379.64
2001,CA01005,"Fresno, CA",435600,2492,12,572.08
2001,HI00200,"Honolulu, HI",885605,1141,12,128.84
2001,TXHPD00,"Houston, TX",1997965,12286,12,614.93
2001,INIPD00,"Indianapolis, IN",798251,4087,12,511.99
2001,FL01602,"Jacksonville, FL",754679,4831,12,640.14
2001,MOKPD00,"Kansas City, MO",444267,4292,12,966.09
2001,NV00201,"Las Vegas, NV",1117763,3302,12,295.41
2001,CA01941,"Long Beach, CA",470099,1822,12,387.58
2001,CA01900,"Los Angeles County, CA",1005891,5750,12,571.63
2001,CA01942,"Los Angeles, CA",3763486,33080,12,878.97
2001,KY05680,"Louisville, KY",,,,
2001,TNMPD00,"Memphis, TN",655898,5915,12,901.82
2001,AZ00717,"Mesa, AZ",410026,1941,12,473.38
2001,FL01300,"Miami-Dade County, FL",1235499,8452,12,684.1
2001,FL01306,"Miami, FL",371863,4307,12,1158.22
2001,WIMPD00,"Milwaukee, WI",601229,2128,12,353.94
2001,MN02711,"Minneapolis, MN",386726,1716,12,443.73
2001,MD01604,"Montgomery County, MD",868758,840,12,96.69
2001,TN01901,"Nashville, TN",555059,6081,12,1095.56
2001,NY02900,"Nassau County, NY",1041508,896,0,86.03
2001,LANPD00,"New Orleans, LA",484289,2677,12,552.77
2001,NY03030,"New York City, NY",8023018,37812,12,471.29
2001,NJNPD00,"Newark, NJ",275823,1819,12,659.48
2001,CA00109,"Oakland, CA",406908,2826,12,694.51
2001,OK05506,"Oklahoma City, OK",507517,2643,12,520.77
2001,NB02802,"Omaha, NE",390456,1658,12,424.63
